ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20070226000117,LA,00-08,PART A PROVIDER - HOSPICE,1003995507,N,191637,6800998675,"GUARDIAN HOSPICE CARE, LLC",GUARDIAN HOSPICE CARE,,,LLC,,P,5212 RUE VERDUN,,ALEXANDRIA,LA,713032575,01/2025
O20070227000513,VA,00-08,PART A PROVIDER - HOSPICE,1962454769,N,491579,3173431590,"MEDI HOME HEALTH AGENCY, INC.",MEDI HOME HOSPICE,01/11/1996,VA,CORPORATION,,P,4461 COX RD,STE 100,GLEN ALLEN,VA,230606168,01/2025
O20070228000098,MA,00-08,PART A PROVIDER - HOSPICE,1821092180,N,221513,941297519,VNA CARE HOSPICE INC,,01/01/1994,MA,CORPORATION,,P,120 THOMAS ST,,WORCESTER,MA,16081223,01/2025
O20070306000063,WV,00-08,PART A PROVIDER - HOSPICE,1295793669,N,511517,3779686118,DIGNITY HOSPICE OF SOUTHERN WEST VIRGINIA INC.,,03/05/1993,WV,CORPORATION,,N,557 MAIN ST,,CHAPMANVILLE,WV,25508,01/2025
O20070306000339,DE,00-08,PART A PROVIDER - HOSPICE,1790739332,N,81500,8921101395,"DELAWARE HOSPICE, INC.",,01/28/1981,DE,CORPORATION,,N,630 CHURCHMANS RD,STE 200,NEWARK,DE,197021944,01/2025
O20070306000350,DE,00-08,PART A PROVIDER - HOSPICE,1881648566,N,81502,8921101395,"DELAWARE HOSPICE, INC.",,01/28/1981,DE,CORPORATION,,N,555 E LOOCKERMAN ST,STE 200,DOVER,DE,199013779,01/2025
O20070306000356,DE,00-08,PART A PROVIDER - HOSPICE,1033163712,N,81503,8921101395,"DELAWARE HOSPICE, INC.",,01/28/1981,DE,CORPORATION,,N,100 PATRIOTS WAY,,MILFORD,DE,199635800,01/2025
O20070309000127,MD,00-08,PART A PROVIDER - HOSPICE,1437156775,N,211522,4880797943,"BRIDGINGLIFE, INC.",,04/26/1988,MD,CORPORATION,,N,292 STONER AVE,,WESTMINSTER,MD,211575629,01/2025
O20070320000322,CA,00-08,PART A PROVIDER - HOSPICE,1598809634,N,551545,42313611,"ST. GRACE HOSPICE, INC.",,01/29/2007,CA,CORPORATION,,P,904 W 9TH ST,,UPLAND,CA,917864576,01/2025
O20070322000042,TN,00-08,PART A PROVIDER - HOSPICE,1679531644,N,441582,7214934058,"TRI-COUNTY HOME HEALTH AND HOSPICE, LLC",TENNESSEE QUALITY CARE- HOSPICE,04/13/1989,TN,LLC,,P,2879 HIGHWAY 45 BYP,STE A,JACKSON,TN,383053618,01/2025
O20070323000140,NE,00-08,PART A PROVIDER - HOSPICE,1801838800,N,281516,6507810389,COZAD COMMUNITY HOSPITAL,CENTRAL PLAINS HOSPICE,,,OTHER,DISTRICT HOSPITAL,N,835 MERIDIAN AVE,,COZAD,NE,691301754,01/2025
O20070323000189,UT,00-08,PART A PROVIDER - HOSPICE,1891841482,N,461571,8325142805,PRIMROSE HOSPICE INC.,,01/26/2007,UT,CORPORATION,,P,286N GATEWAY DR,101,PROVIDENCE,UT,843329733,01/2025
O20070323000415,OR,00-08,PART A PROVIDER - HOSPICE,1023038858,N,381520,5294643359,COLUMBIA LUTHERAN CHARITIES,LOWER COLUMBIA HOSPICE,10/08/1958,OR,CORPORATION,,N,2120 EXCHANGE ST,STE 203,ASTORIA,OR,971033364,01/2025
O20070325000003,CA,00-08,PART A PROVIDER - HOSPICE,1730206038,N,551631,4284738626,"FIVE STAR HOME HOSPICE, INC.",,08/17/2005,CA,CORPORATION,,P,1028 N LAKE AVE,STE 106,PASADENA,CA,911044570,01/2025
O20070327000689,CA,00-08,PART A PROVIDER - HOSPICE,1396896866,N,551599,143324319,"PARADISE HOSPICE, INC.",,01/08/2007,CA,CORPORATION,,P,1864 E WASHINGTON BLVD,STE 207,PASADENA,CA,911041667,01/2025
O20070328000110,MI,00-08,PART A PROVIDER - HOSPICE,1861516858,N,231608,143324335,AMERICANS HOSPICE CARE INC,,03/01/2007,MI,CORPORATION,,P,2575 MCLEOD N DR C,,SAGINAW,MI,486042857,01/2025
O20070402000352,OH,00-08,PART A PROVIDER - HOSPICE,1639255730,N,361521,1759279953,GENESIS HEALTHCARE SYSTEM,GENESIS HOSPICE AND PALLIATIVE CARE,09/20/1996,OH,CORPORATION,,N,713 FOREST AVE,,ZANESVILLE,OH,437012819,01/2025
O20070402000605,PA,00-08,PART A PROVIDER - HOSPICE,1164567186,N,391692,6103920053,RESIDENTIAL HOSPICE OF CARLISLE LLC,,02/05/2007,PA,LLC,,P,100 STERLING PKWY,STE 110,MECHANICSBURG,PA,170502903,01/2025
O20070405000180,FL,00-08,PART A PROVIDER - HOSPICE,1275666273,Y,101549,6204930951,HCR MANOR CARE SERVICES OF FLORIDA LLC,PROMEDICA HOSPICE (JACKSONVILLE),10/18/2006,FL,CORPORATION,,N,8130 BAYMEADOWS W WAY 201,,JACKSONVILLE,FL,322567451,01/2025
O20070409000226,OH,00-08,PART A PROVIDER - HOSPICE,1528248820,N,361642,3577469444,MENORAH PARK CENTER FOR SENIOR LIVING,,01/23/1906,OH,CORPORATION,,N,27100 CEDAR RD,,BEACHWOOD,OH,441221109,01/2025
O20070409000453,MO,00-08,PART A PROVIDER - HOSPICE,1033236195,N,261632,1557370459,THREE RIVERS HOSPICE INC,THREE RIVERS HOSPICE SOUTH,09/30/2004,MO,CORPORATION,,P,1902 W 19TH ST,STE E,MOUNTAIN GROVE,MO,657111221,01/2025
O20070412000307,OH,00-08,PART A PROVIDER - HOSPICE,1215077870,N,361636,3870491590,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,GRAND LAKE HOSPICE,03/10/1989,OH,CORPORATION,,N,1122 E SPRING STREET,,ST MARYS,OH,458852402,01/2025
O20070412000662,AL,00-08,PART A PROVIDER - HOSPICE,1497885321,N,11661,5294710398,THE SYLACAUGA HEALTH CARE AUTHORITY,COOSA VALLEY HOSPICE,08/01/2004,AL,CORPORATION,,N,210 W SPRING ST,,SYLACAUGA,AL,351502924,01/2025
O20070413000391,HI,00-08,PART A PROVIDER - HOSPICE,1356409270,N,121505,5991800336,HOSPICE OF KONA INC,,08/26/1985,HI,CORPORATION,,N,75-5925 WALUA RD,101,KAILUA KONA,HI,967405311,01/2025
O20070413000550,NJ,00-08,PART A PROVIDER - HOSPICE,1376685297,N,311506,4587562111,"PRINCETON HEALTHCARE SYSTEM, A NEW JERSEY NONPROFIT CORPORATION",PENN MEDICINE HOSPICE PRINCETON HEALTH,09/26/1919,NJ,CORPORATION,,N,105 COLLEGE ROAD EAST,2ND FLOOR,PRINCETON,NJ,85406662,01/2025
O20070416000594,PR,00-08,PART A PROVIDER - HOSPICE,1427140607,N,401566,7416052766,HOSPICIO PLENA SERENIDAD INC,,04/01/2003,PR,CORPORATION,,P,"AVE FIDALGO DIAZ, BLOQUE #30, #1",URB VILLA ASTURIAS,CAROLINA,PR,9833479,01/2025
O20070419000562,MA,00-08,PART A PROVIDER - HOSPICE,1689703068,N,221575,2961440433,"NOTRE DAME HEALTH CARE CENTER, INC",NOTRE DAME HOSPICE,06/01/1991,MA,CORPORATION,,N,555 PLANTATION ST,,WORCESTER,MA,16052376,01/2025
O20070424000567,MO,00-08,PART A PROVIDER - HOSPICE,1568592442,N,261631,3577530203,LUTHERAN SENIOR SERVICES,LSS HOSPICE CARE,03/23/1863,MO,CORPORATION,,N,1150 HANLEY INDUSTRIAL CT,,SAINT LOUIS,MO,631441910,01/2025
O20070426000034,WV,00-08,PART A PROVIDER - HOSPICE,1194722595,N,511504,3274636238,HOSPICE CARE CORPORATION,WV CARING,05/17/1983,WV,CORPORATION,,N,519 G RD,,ARTHURDALE,WV,265200760,01/2025
O20070426000636,CA,00-08,PART A PROVIDER - HOSPICE,1386786150,N,551522,9537071204,"SILVERADO HOSPICE, INC.",SILVERADO HOSPICE - SAN DIEGO,08/29/2003,DE,CORPORATION,,P,5471 KEARNY VILLA RD,STE 300,SAN DIEGO,CA,921231141,01/2025
O20070430000133,WV,00-08,PART A PROVIDER - HOSPICE,1124025697,N,511507,2466558937,"HOSPICE OF THE PANHANDLE, INC.",,05/12/1980,WV,CORPORATION,,N,330 HOSPICE LN,,KEARNEYSVILLE,WV,254304547,01/2025
O20070503000104,GA,00-08,PART A PROVIDER - HOSPICE,1942354675,N,111654,6305942616,"CREATIVE HOSPICE CARE, INC.",HOMESTEAD HOSPICE AND PALLIATIVE CARE,06/27/2006,GA,CORPORATION,,P,1080 HOLCOMB BRIDGE ROAD,BUILDING 200,ROSWELL,GA,30075,01/2025
O20070510000587,MI,00-08,PART A PROVIDER - HOSPICE,1902981889,N,231512,3971408121,MARLETTE REGIONAL HOSPITAL,UNITED HOSPICE SERVICE,05/10/1944,MI,CORPORATION,,N,2770 MAIN ST,,MARLETTE,MI,484531141,01/2025
O20070516000066,OH,00-08,PART A PROVIDER - HOSPICE,1972609030,N,361640,3375640972,NATIONAL CHURCH RESIDENCES AT HOME HOSPICE CENTRAL OHIO,NATIONAL CHURCH RESIDENCES H&C SERVICES CENTRAL OHIO HOSPICE,10/07/2005,OH,CORPORATION,,N,2245N BANK DR,,COLUMBUS,OH,432205422,01/2025
O20070516000481,WI,00-08,PART A PROVIDER - HOSPICE,1194797910,N,521503,4688771231,UNITY LIMITED PARTNERSHIP,UNITY,,,PARTNERSHIP,,N,2366 OAK RIDGE CIR,,DE PERE,WI,541159207,01/2025
O20070521000211,CA,00-08,PART A PROVIDER - HOSPICE,1336229970,N,551540,8224948880,"HOSPICE PREFERRED CHOICE, INC",ASERACARE HOSPICE,08/19/1994,CA,CORPORATION,,P,545 E ALLUVIAL AVE,STE 108,FRESNO,CA,937202826,01/2025
O20070521000273,PA,00-08,PART A PROVIDER - HOSPICE,1700813649,N,391501,8224135660,WISSAHICKON HOSPICE OF UPHS,PENN MEDICINE HOSPICE,09/05/1980,PA,CORPORATION,,N,150 MONUMENT RD,STE 600,BALA CYNWYD,PA,190041701,01/2025
O20070522000195,WI,00-08,PART A PROVIDER - HOSPICE,1861503534,N,521505,4981590932,AGRACE HOSPICECARE INCORPORATED,,10/19/1978,WI,CORPORATION,,N,5395 E CHERYL PKWY,,FITCHBURG,WI,537115395,01/2025
O20070523000265,CA,00-08,PART A PROVIDER - HOSPICE,1578685517,N,551601,9931206125,"HUMAN TOUCH PALLIATIVE AND HOSPICE CARE, INC.",,09/18/2003,CA,CORPORATION,,P,3629 N SEPULVEDA BLVD,STE 102,MANHATTAN BEACH,CA,902663632,01/2025
O20070529000157,TX,00-08,PART A PROVIDER - HOSPICE,1053445668,N,671630,8426155425,"HARBOR HOSPICE OF AUSTIN, LP",BEACON HOSPICE OF AUSTIN,,,PARTNERSHIP,,P,7800 SHOAL CREEK BLVD,STE 105N,AUSTIN,TX,787571053,01/2025
O20070605000214,MD,00-08,PART A PROVIDER - HOSPICE,1780773408,N,211526,2769580422,GILCHRIST HOSPICE CARE INC,,09/13/1993,MD,CORPORATION,,N,11311 MCCORMICK RD,STE 350,HUNT VALLEY,MD,210318618,01/2025
O20070605000391,MA,00-08,PART A PROVIDER - HOSPICE,1447364690,N,221569,5890770523,JEWISH HEALTHCARE CENTER INC,JHC HOSPICE,07/24/1978,MA,CORPORATION,,N,646 SALISBURY ST,,WORCESTER,MA,16091121,01/2025
O20070606000076,TX,00-08,PART A PROVIDER - HOSPICE,1891843660,N,671581,2860595022,CROWN HOSPICE LLC,CROWN HOSPICE,08/01/2007,TX,LLC,,P,1406 E RED RIVER ST,,VICTORIA,TX,779015521,01/2025
O20070607000449,PA,00-08,PART A PROVIDER - HOSPICE,1376750398,N,391691,6406954841,"365 HOSPICE, LLC",,05/03/2007,PA,LLC,,P,220 REGENT CT,STE E2,STATE COLLEGE,PA,168017969,01/2025
O20070608000241,IA,00-08,PART A PROVIDER - HOSPICE,1003886110,N,161511,2769388677,MAHASKA COUNTY HOSPITAL,MAHASKA HEALTH PARTNERSHIP HOSPICE SERVICES,,,OTHER,COUNTY HOSPITAL,N,630 N 12TH ST,,OSKALOOSA,IA,525772466,01/2025
O20070612000143,SC,00-08,PART A PROVIDER - HOSPICE,1205915188,N,421574,648378893,"TIDEWATER HOSPICE, INC.",CRESCENT HOSPICE,10/31/2006,SC,CORPORATION,,P,10 BUCKINGHAM PLANTATION DR,STE A,BLUFFTON,SC,299106503,01/2025
O20070612000212,SC,00-08,PART A PROVIDER - HOSPICE,1740398080,N,421511,6800708330,PRISMA HEALTH-MIDLANDS,PRISMA HEALTH HOSPICE MIDLANDS,12/17/1997,SC,CORPORATION,,N,1205 COLONIAL LIFE BLVD W,,COLUMBIA,SC,292107671,01/2025
O20070612000689,IN,00-08,PART A PROVIDER - HOSPICE,1235191032,N,151527,5991770695,GOSHEN HOSPITAL ASSOCIATION INC,GOSHEN HOME CARE & HOSPICE,12/18/1909,IN,CORPORATION,,N,1147 PROFESSIONAL DR,,GOSHEN,IN,465263800,01/2025
O20070612000778,IA,00-08,PART A PROVIDER - HOSPICE,1730380361,N,161587,8729002506,WESLEY COMMUNITY SERVICES INC,WESLEYLIFE HOSPICE,01/01/2006,IA,CORPORATION,,N,4328 114TH ST,,URBANDALE,IA,503225408,01/2025
O20070620000663,CA,00-08,PART A PROVIDER - HOSPICE,1124053558,N,51555,1052228673,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SUTTER CARE AT HOME,05/13/1908,CA,CORPORATION,,N,1025 ATLANTIC AVE,STE 100A,ALAMEDA,CA,945011189,01/2025
O20070620000666,CA,00-08,PART A PROVIDER - HOSPICE,1033144464,N,51652,1052228673,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SUTTER CARE AT HOME,05/13/1908,CA,CORPORATION,,N,3001 LAVA RIDGE CT,STE 330B,ROSEVILLE,CA,956613094,01/2025
O20070621000765,CA,00-08,PART A PROVIDER - HOSPICE,1912931809,N,51752,1052228673,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SUTTER CARE AT HOME,05/13/1908,CA,CORPORATION,,N,1700 S AMPHLETT BLVD,STE 300,SAN MATEO,CA,944022726,01/2025
O20070625000177,NJ,00-08,PART A PROVIDER - HOSPICE,1093789851,N,311515,6305854282,HOLY REDEEMER VISITING NURSE AGENCY,"HOLY REDEEMER HOSPICE-NJ, SHORE",10/20/1982,NJ,CORPORATION,,N,6550 DELILAH RD,STE 501,EGG HARBOR TOWNSHIP,NJ,82345103,01/2025
O20070626000534,NY,00-08,PART A PROVIDER - HOSPICE,1609877364,N,331537,9739090051,LONG ISLAND COMMUNITY HOSPITAL AT NYU LANGONE HEALTH,LONG ISLAND COMMUNITY HOSPITAL,10/02/1947,NY,CORPORATION,,N,105 W MAIN ST,,PATCHOGUE,NY,117723003,01/2025
O20070629000440,TX,00-08,PART A PROVIDER - HOSPICE,1518031681,N,671591,9436258555,"HEART TO HEART HOSPICE OF EAST TEXAS, LLC",,,,LLC,,P,100W HAWKINS PKWY A,,LONGVIEW,TX,756051864,01/2025
O20070702000190,MO,00-08,PART A PROVIDER - HOSPICE,1487739033,N,261510,2264329168,MERCY HEALTH SERVICES LLC,MERCY HOSPICE,01/10/1994,MO,LLC,,N,1630 DES PERES RD,STE 305,SAINT LOUIS,MO,631311800,01/2025
O20070703000632,GA,00-08,PART A PROVIDER - HOSPICE,1285766485,N,111663,42310021,IHC HOSPICE INC,ISLAND HOSPICE,06/26/2003,SC,CORPORATION,,N,4 SKIDAWAY VILLAGE WALK,STE E,SAVANNAH,GA,314112962,01/2025
O20070705000262,CA,00-08,PART A PROVIDER - HOSPICE,1235331828,N,551538,8123128154,BRISTOL HOSPICE - SACRAMENTO LLC,,05/25/2017,UT,LLC,,P,2140 PROFESSIONAL DR,STE 210,ROSEVILLE,CA,956613776,01/2025
O20070705000448,IL,00-08,PART A PROVIDER - HOSPICE,1588757876,N,141628,2668572611,PEACE HOSPICE AND PALLIATIVE CARE INC.,,04/18/2005,IL,CORPORATION,,P,1717 N NAPER BLVD,STE 301,NAPERVILLE,IL,605638839,01/2025
O20070709000276,MN,00-08,PART A PROVIDER - HOSPICE,1265486963,N,241524,7113834839,ST LUKES HOSPITAL OF DULUTH,ASPIRUS ST LUKES AT HOME HOSPICE DULUTH,04/06/1883,MN,CORPORATION,,N,1011 E 1ST ST,,DULUTH,MN,558052242,01/2025
O20070710000493,LA,00-08,PART A PROVIDER - HOSPICE,1144421751,N,191645,9234239088,CARDINAL HEALTH CARE SERVICES LLC,CARDINAL HOSPICE,06/01/2007,LA,LLC,,P,8280 YMCA PLAZA DRIVE,BUILDING 3-A,BATON ROUGE,LA,708100927,01/2025
O20070712000312,OK,00-08,PART A PROVIDER - HOSPICE,1922009315,N,371606,7517067051,CORNERSTONE HOSPICE LLC,,,,LLC,,P,501 E 5TH STREET,SUITE A,BARTLESVILLE,OK,74003,01/2025
O20070716000770,CA,00-08,PART A PROVIDER - HOSPICE,1669677217,N,551573,6800996109,FAITH & HOPE HOSPICE CARE INC,"FAITH & HOSPICE CARE, INC.",06/05/2007,CA,CORPORATION,,P,1575 N LAKE AVE,STE 208,PASADENA,CA,911042340,01/2025
O20070718000395,MI,00-08,PART A PROVIDER - HOSPICE,1508982927,N,231515,4880610260,MUNSON HOME CARE,MUNSON HOSPICE AND PALLIATIVE CARE,10/08/1999,MI,CORPORATION,,N,550 MUNSON AVE,,TRAVERSE CITY,MI,496863580,01/2025
O20070719000023,TX,00-08,PART A PROVIDER - HOSPICE,1649321928,N,671580,9335240514,"LIGHTHOUSE HOSPICE-COASTAL BEND, LLC",GENTIVA,,,LLC,,P,210 S CARANCAHUA ST,STE 200,CORPUS CHRISTI,TX,784013040,01/2025
O20070719000417,MA,00-08,PART A PROVIDER - HOSPICE,1932262250,N,221581,8527168533,"SPECTRUM HOME HEALTH AND HOSPICE CARE, INC.",LEGACY LIFECARE HOME HEALTH AND HOSPICE CARE - WEST,06/15/1994,MA,CORPORATION,,N,770 CONVERSE ST,,LONGMEADOW,MA,11061719,01/2025
O20070731000267,ME,00-08,PART A PROVIDER - HOSPICE,1245444280,N,201520,8921058645,BEACON HOSPICE LLC,"BEACON HOSPICE, AN AMEDISYS COMPANY",10/15/2004,ME,LLC,,P,1026 STILLWATER AVE,,BANGOR,ME,44012616,01/2025
O20070801000619,MA,00-08,PART A PROVIDER - HOSPICE,1538369129,N,221578,7416048798,"SEASONS HOSPICE & PALLIATIVE CARE OF MASSACHUSETTS, LLC",,05/23/2007,MA,LLC,,P,597 RANDOLPH AVE,,MILTON,MA,21864509,01/2025
O20070802000315,TX,00-08,PART A PROVIDER - HOSPICE,1063584803,N,671585,6002724887,SID PETERSON MEMORIAL HOSPITAL,PETERSON HOSPICE,02/13/1989,TX,CORPORATION,,N,250 CULLY DR,,KERRVILLE,TX,780285950,01/2025
O20070807000434,UT,00-08,PART A PROVIDER - HOSPICE,1548450281,N,461543,1254334352,"HOSPICE SPECIALISTS, LLC",HORIZON HOSPICE SPECIALISTS - SG,,,LLC,,P,168 N 100 E,STE 260,ST GEORGE,UT,847707059,01/2025
O20070808000357,TX,00-08,PART A PROVIDER - HOSPICE,1457495434,N,671505,9638260409,"HEART TO HEART HOSPICE OF FORT WORTH, LLC",,02/12/2007,TX,LLC,,P,6100 SOUTHWEST BLVD,STE 200,FORT WORTH,TX,761093964,01/2025
O20070813000121,MS,00-08,PART A PROVIDER - HOSPICE,1013002724,N,251519,1052397767,FORREST COUNTY GENERAL HOSPITAL,FORREST GENERAL HOME CARE AND HOSPICE,,,OTHER,GOVERNMENTAL ENTITY,N,1414 SOUTH 28TH AVE,,HATTIESBURG,MS,394023107,01/2025
O20070813000582,IN,00-08,PART A PROVIDER - HOSPICE,1861466047,N,151553,1557271665,DAVIESS COUNTY HOSPITAL,,06/12/1913,IN,OTHER,COUNTY OWNED,N,1314 E WALNUT ST,,WASHINGTON,IN,475012860,01/2025
O20070814000219,OK,00-08,PART A PROVIDER - HOSPICE,1700922895,N,371682,4688765092,COMFORTING HANDS HOSPICE LLC,,10/19/2006,OK,LLC,,P,1366 SE WASHINGTON BOULEVARD,SUITE A,BARTLESVILLE,OK,740064519,01/2025
O20070815000753,CA,00-08,PART A PROVIDER - HOSPICE,1881899250,N,551562,4385551035,ODYSSEY HEALTHCARE OPERATING A LP,GENTIVA,03/11/1998,DE,PARTNERSHIP,,P,5000 HOPYARD RD,STE 301,PLEASANTON,CA,945883348,01/2025
O20070816000094,LA,00-08,PART A PROVIDER - HOSPICE,1881805059,N,191644,8820180102,"CANON HOSPICE-NORTH SHORE, LLC",,06/25/2007,LA,LLC,,P,19374 3RD ST,STE B,COVINGTON,LA,704338813,01/2025
O20070822001499,MD,00-08,PART A PROVIDER - HOSPICE,1366559064,N,211500,9335139955,STELLA MARIS INC,,07/01/1997,MD,CORPORATION,,N,2300 DULANEY VALLEY ROAD,,TIMONIUM,MD,210932739,01/2025
O20070824000313,NC,00-08,PART A PROVIDER - HOSPICE,1639172299,N,341529,9537251327,"HOSPICE OF ROCKINGHAM COUNTY, INC",ANCORA COMPASSIONATE CARE,04/13/1987,NC,CORPORATION,,N,2150 NC HIGHWAY 65,,REIDSVILLE,NC,273209609,01/2025
O20070828000255,AL,00-08,PART A PROVIDER - HOSPICE,1639112410,N,11655,8527977735,"SOUTHERNCARE, INC.",SOUTHERNCARE GREENVILLE,12/30/2002,DE,CORPORATION,,P,501 E COMMERCE ST,,GREENVILLE,AL,360372313,01/2025
O20070828000425,LA,00-08,PART A PROVIDER - HOSPICE,1023129160,N,191640,840109161,HOSPICE CARE OF LOUISIANA LLC,HOSPICE COMPASSUS - BATON ROUGE,01/21/2003,DE,LLC,,P,6700 JEFFERSON HIGHWAY,BUILDING 1,BATON ROUGE,LA,708068105,01/2025
O20070829000008,GA,00-08,PART A PROVIDER - HOSPICE,1013955749,Y,111572,2264344217,PRUITTHEALTH HOSPICE INC,PRUITTHEALTH HOSPICE- SWAINSBORO,10/14/1993,GA,CORPORATION,,P,667 S MAIN ST,,SWAINSBORO,GA,304014818,01/2025
O20070829000031,GA,00-08,PART A PROVIDER - HOSPICE,1659319739,N,111548,2264344217,PRUITTHEALTH HOSPICE INC,PRUITTHEATLH HOSPICE - CALHOUN,10/14/1993,GA,CORPORATION,,P,197 CURTIS PKWY NE,,CALHOUN,GA,307012063,01/2025
O20070829000309,TX,00-08,PART A PROVIDER - HOSPICE,1194852251,N,671583,840383337,VICTORY HOSPICE OF TEXAS LLC,CENTRIC HOSPICE,02/14/2007,TX,LLC,,P,730 E PARK BLVD,STE 208,PLANO,TX,750748850,01/2025
O20070829000312,MO,00-08,PART A PROVIDER - HOSPICE,1306038948,N,261635,7012000508,PREFERRED HOSPICE OF MISSOURI SOUTHWEST LLC,PREFERRED HOSPICE OF MISSOURI SOUTHWEST,05/16/2007,MO,LLC,,P,5340N TOWNE CENTRE DR,,OZARK,MO,657217477,01/2025
O20070830000734,AZ,00-08,PART A PROVIDER - HOSPICE,1437277100,N,31588,3375643067,SACRED HEART HOSPICE LLC,FAITH HOSPICE,06/08/2006,AZ,LLC,,P,426 N 44TH ST,STE 405,PHOENIX,AZ,850086508,01/2025
O20070831000709,CA,00-08,PART A PROVIDER - HOSPICE,1114919099,N,51535,648363978,VNACARE,,02/14/1952,CA,CORPORATION,,N,2151 E CONVENTION CENTER WAY,STE 100,ONTARIO,CA,917645449,01/2025
O20070905000003,OK,00-08,PART A PROVIDER - HOSPICE,1780738484,N,371683,3577656792,HOSPICE OF NORTHEAST OKLAHOMA LLC.,RIVERCROSS HEALTHCARE,12/13/2006,OK,LLC,,P,9920 E 42ND ST,STE 201,TULSA,OK,741463644,01/2025
O20070906000023,TX,00-08,PART A PROVIDER - HOSPICE,1407929037,N,671588,4789777871,NEW CENTURY HOSPICE INC,NEW CENTURY HOSPICE OF DALLAS,09/27/2010,DE,CORPORATION,,P,740 E CAMPBELL RD,STE 470,RICHARDSON,TX,750816749,01/2025
O20070906000611,MA,00-08,PART A PROVIDER - HOSPICE,1295937084,N,221582,9133212186,COMPASSIONATE CARE HOSPICE OF MASSACHUSETTS LLC,,06/06/2007,MA,LLC,,P,800 W CUMMINGS PARK,STE 3100,WOBURN,MA,18016355,01/2025
O20070906000762,AZ,00-08,PART A PROVIDER - HOSPICE,1326238874,N,31584,1951218817,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,GOOD SAMARITAN SOCIETY - PRESCOTT HOSPICE,09/29/1922,ND,CORPORATION,,N,1065 RUTH ST,,PRESCOTT,AZ,863011729,01/2025
O20070910000308,TX,00-08,PART A PROVIDER - HOSPICE,1740318435,N,671603,8628161536,"ARCY HEALTHCARE, LLC",ARCY HOSPICE,02/21/2007,TX,LLC,,P,700 PARKER SQ,STE 105,FLOWER MOUND,TX,750287448,01/2025
O20070911000154,AR,00-08,PART A PROVIDER - HOSPICE,1730216359,Y,41575,6103919915,LESTER DIERKSEN MEMORIAL HOSPICE LLC,,01/20/2006,AR,LLC,,P,3954 CENTRAL AVE,STE H,HOT SPRINGS,AR,719137298,01/2025
O20070911000680,OR,00-08,PART A PROVIDER - HOSPICE,1083807101,N,381518,446343107,"AMEDISYS OREGON, L.L.C.",AMEDISYS HOSPICE CARE,06/22/2007,OR,LLC,,P,1813 W HARVARD AVE,STE 220,ROSEBURG,OR,974712755,01/2025
O20070912000692,LA,00-08,PART A PROVIDER - HOSPICE,1356540751,N,191646,3971528688,GUARDIAN HOME HEALTH CARE OF LOUISIANA INC.,,09/07/1997,LA,CORPORATION,,P,3510 N CAUSEWAY BLVD,STE 501,METAIRIE,LA,700023531,01/2025
O20070915000245,NE,00-08,PART A PROVIDER - HOSPICE,1730283771,N,281524,7517954944,COLUMBUS COMMUNITY HOSPITAL INC,HOSPICE OF COLUMBUS COMMUNITY HOSPITAL,09/13/1971,NE,CORPORATION,,N,3005 19TH ST,STE 600,COLUMBUS,NE,686014248,01/2025
O20070917000430,NH,00-08,PART A PROVIDER - HOSPICE,1710170204,N,301507,8224122676,"AMEDISYS NEW HAMPSHIRE, L.L.C.",AMEDISYS HOSPICE CARE,08/29/2007,NH,LLC,,P,8 COMMERCE DR,STE 101,BEDFORD,NH,31106946,01/2025
O20070919000469,LA,00-08,PART A PROVIDER - HOSPICE,1760603070,N,191650,840109161,HOSPICE CARE OF LOUISIANA LLC,HOSPICE COMPASSUS- LAFAYETTE,01/21/2003,DE,LLC,,P,1018 HARDING ST,STE 207,LAFAYETTE,LA,705032400,01/2025
O20070919000626,PA,00-08,PART A PROVIDER - HOSPICE,1710178025,N,391696,5092623322,"MEDI HOME HEALTH AGENCY, INC.",MEDI HOME HOSPICE,01/16/1996,PA,CORPORATION,,P,341 SCIENCE PARK RD,STE 207,STATE COLLEGE,PA,168032287,01/2025
O20070919001022,MA,00-08,PART A PROVIDER - HOSPICE,1063691814,N,221568,9638263700,LIFE CHOICE HOSPICE OF MASSACHUSETTS LLC,COMPASSUS - GREATER BOSTON,04/20/2007,DE,LLC,,P,243 KING ST,STE 239,NORTHAMPTON,MA,10602367,01/2025
O20070920000279,SC,00-08,PART A PROVIDER - HOSPICE,1558578609,N,421580,8325066236,"INTERIM HEALTHCARE OF THE TRIAD, INC.",,06/15/2000,NC,CORPORATION,,P,154 AMENDMENT AVENUE,SUITE 105,ROCK HILL,SC,297323156,01/2025
